gym,fighter_count,example_fighters,google_search_url,google_places_query,resolved_address,latitude,longitude,elevation_m,elevation_ft,google_place_id,lookup_status,notes
Tristar Gym - Montreal,12,Aiemann Zahabi; Alex Garcia; Andrew Sanchez; Chad Laprise; Joe Duffy,https://www.google.com/search?q=Tristar+Gym+-+Montreal+MMA+gym+location+elevation,Tristar Gym - Montreal,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Tristar Vancouver,1,Kajan Johnson,https://www.google.com/search?q=Tristar+Vancouver+MMA+gym+location+elevation,Tristar Vancouver,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Triumph Fights,1,Azat Maksum,https://www.google.com/search?q=Triumph+Fights+MMA+gym+location+elevation,Triumph Fights,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Troop MMA,1,Mitch Gagnon,https://www.google.com/search?q=Troop+MMA+MMA+gym+location+elevation,Troop MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Tuan MMA,1,Guido Cannetti,https://www.google.com/search?q=Tuan+MMA+MMA+gym+location+elevation,Tuan MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
UFC Performance Institue Mexico City,2,Adrián Luna Martinetti; Juan Diaz,https://www.google.com/search?q=UFC+Performance+Institue+Mexico+City+MMA+gym+location+elevation,UFC Performance Institue Mexico City,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
UFC Performance Institute,6,David Martinez; Dione Barbosa; Jean-Paul Lebosnoyani; Polyana Viana; Regina Tarin,https://www.google.com/search?q=UFC+Performance+Institute+MMA+gym+location+elevation,UFC Performance Institute,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
UFC Performance Institute Shanghai,2,Liang Na; Xiao Long,https://www.google.com/search?q=UFC+Performance+Institute+Shanghai+MMA+gym+location+elevation,UFC Performance Institute Shanghai,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
UFC PI Shanghai,1,Wang Cong,https://www.google.com/search?q=UFC+PI+Shanghai+MMA+gym+location+elevation,UFC PI Shanghai,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
UFD Gym Dusseldorf,1,David Zawada,https://www.google.com/search?q=UFD+Gym+Dusseldorf+MMA+gym+location+elevation,UFD Gym Dusseldorf,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
UFK Gladiator Maro Perak / Aspinall BJJ,1,Ante Delija,https://www.google.com/search?q=UFK+Gladiator+Maro+Perak+%2F+Aspinall+BJJ+MMA+gym+location+elevation,UFK Gladiator Maro Perak / Aspinall BJJ,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
UKF Gym,1,Javier Reyes,https://www.google.com/search?q=UKF+Gym+MMA+gym+location+elevation,UKF Gym,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Ukmergė Judo Club,1,Zygimantas Ramaska,https://www.google.com/search?q=Ukmerg%C4%97+Judo+Club+MMA+gym+location+elevation,Ukmergė Judo Club,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Ultimate Kombat Gym,1,Chris Ewert,https://www.google.com/search?q=Ultimate+Kombat+Gym+MMA+gym+location+elevation,Ultimate Kombat Gym,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Ultimate Submission Academy,1,Ray Rodriguez,https://www.google.com/search?q=Ultimate+Submission+Academy+MMA+gym+location+elevation,Ultimate Submission Academy,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Uniq Fight Club,1,Robert Bryczek,https://www.google.com/search?q=Uniq+Fight+Club+MMA+gym+location+elevation,Uniq Fight Club,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"United Gym, Lodz",1,Damian Stasiak,https://www.google.com/search?q=United+Gym%2C+Lodz+MMA+gym+location+elevation,"United Gym, Lodz",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
United States,1,Josh Samman,https://www.google.com/search?q=United+States+MMA+gym+location+elevation,United States,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Unrivaled Athletics - PA,1,Darrell Horcher,https://www.google.com/search?q=Unrivaled+Athletics+-+PA+MMA+gym+location+elevation,Unrivaled Athletics - PA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Upper - Nova Uniao - RJ,1,Felipe Olivieri,https://www.google.com/search?q=Upper+-+Nova+Uniao+-+RJ+MMA+gym+location+elevation,Upper - Nova Uniao - RJ,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Upstate Karate Family Martial Arts Center,1,Stephen Thompson,https://www.google.com/search?q=Upstate+Karate+Family+Martial+Arts+Center+MMA+gym+location+elevation,Upstate Karate Family Martial Arts Center,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
UTC Ultimate Training Centre Birmingham,1,Leon Edwards,https://www.google.com/search?q=UTC+Ultimate+Training+Centre+Birmingham+MMA+gym+location+elevation,UTC Ultimate Training Centre Birmingham,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Vagner Rocha Martial Arts,1,Jim Alers,https://www.google.com/search?q=Vagner+Rocha+Martial+Arts+MMA+gym+location+elevation,Vagner Rocha Martial Arts,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Vale Top Team,1,Luis Felipe Dias,https://www.google.com/search?q=Vale+Top+Team+MMA+gym+location+elevation,Vale Top Team,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Valle Flow Striking Academy,3,Gerald Meerschaert; Ignacio Bahamondes; Ramiz Brahimaj,https://www.google.com/search?q=Valle+Flow+Striking+Academy+MMA+gym+location+elevation,Valle Flow Striking Academy,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Valley Flow Striking,2,Austin Hubbard; Charles Radtke,https://www.google.com/search?q=Valley+Flow+Striking+MMA+gym+location+elevation,Valley Flow Striking,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Valon Team,1,Bolaji Oki,https://www.google.com/search?q=Valon+Team+MMA+gym+location+elevation,Valon Team,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Velociti Fitness,1,Johny Hendricks,https://www.google.com/search?q=Velociti+Fitness+MMA+gym+location+elevation,Velociti Fitness,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Venum Training Camp Paris,3,Benoît Saint Denis; Nassourdine Imavov; William Gomis,https://www.google.com/search?q=Venum+Training+Camp+Paris+MMA+gym+location+elevation,Venum Training Camp Paris,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Vila da Luta/Demian Maia Jiu-Jitsu (Săo Paulo),1,Demian Maia,https://www.google.com/search?q=Vila+da+Luta%2FDemian+Maia+Jiu-Jitsu+%28S%C4%83o+Paulo%29+MMA+gym+location+elevation,Vila da Luta/Demian Maia Jiu-Jitsu (Săo Paulo),,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Viscardi Andrade Training Center,1,Viscardi Andrade,https://www.google.com/search?q=Viscardi+Andrade+Training+Center+MMA+gym+location+elevation,Viscardi Andrade Training Center,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Vision MMA,1,Dominique Steele,https://www.google.com/search?q=Vision+MMA+MMA+gym+location+elevation,Vision MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"VT1 Gym- Sydney, Australia",2,Alex Chambers; Rich Walsh,https://www.google.com/search?q=VT1+Gym-+Sydney%2C+Australia+MMA+gym+location+elevation,"VT1 Gym- Sydney, Australia",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Västerås Fight Club,1,Andreas Gustafsson,https://www.google.com/search?q=V%C3%A4ster%C3%A5s+Fight+Club+MMA+gym+location+elevation,Västerås Fight Club,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
W4R Training Center,1,Charlie Ontiveros,https://www.google.com/search?q=W4R+Training+Center+MMA+gym+location+elevation,W4R Training Center,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Wajiutsu Keishu-kai Suruga,1,Ulka Sasaki,https://www.google.com/search?q=Wajiutsu+Keishu-kai+Suruga+MMA+gym+location+elevation,Wajiutsu Keishu-kai Suruga,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Wanderley Jiu-Jitsu,1,Leah Letson,https://www.google.com/search?q=Wanderley+Jiu-Jitsu+MMA+gym+location+elevation,Wanderley Jiu-Jitsu,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
War Room MMA,1,Kennedy Nzechukwu,https://www.google.com/search?q=War+Room+MMA+MMA+gym+location+elevation,War Room MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
War Training Center,2,Trevin Giles; Zachary Reese,https://www.google.com/search?q=War+Training+Center+MMA+gym+location+elevation,War Training Center,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Warrior Camp,1,Terrance McKinney,https://www.google.com/search?q=Warrior+Camp+MMA+gym+location+elevation,Warrior Camp,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Wave Combat Sports,1,Jose Johnson,https://www.google.com/search?q=Wave+Combat+Sports+MMA+gym+location+elevation,Wave Combat Sports,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
WCA Warszawa,1,Lukasz Brzeski,https://www.google.com/search?q=WCA+Warszawa+MMA+gym+location+elevation,WCA Warszawa,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Welfrun MMA- PEI, Canada",1,Jason Saggo,https://www.google.com/search?q=Welfrun+MMA-+PEI%2C+Canada+MMA+gym+location+elevation,"Welfrun MMA- PEI, Canada",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Whitsunday Martial Arts - Airlie Beach,1,Anton Zafir,https://www.google.com/search?q=Whitsunday+Martial+Arts+-+Airlie+Beach+MMA+gym+location+elevation,Whitsunday Martial Arts - Airlie Beach,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Wilkes Martial Arts & Fitness Academy,1,Steve Erceg,https://www.google.com/search?q=Wilkes+Martial+Arts+%26+Fitness+Academy+MMA+gym+location+elevation,Wilkes Martial Arts & Fitness Academy,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Witness Martial Arts,1,Sedriques Dumas,https://www.google.com/search?q=Witness+Martial+Arts+MMA+gym+location+elevation,Witness Martial Arts,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
WKX / PT Team Vancouver,1,Loopy Godinez,https://www.google.com/search?q=WKX+%2F+PT+Team+Vancouver+MMA+gym+location+elevation,WKX / PT Team Vancouver,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"X3 Sports- Atlanta, GA",1,Clint Hester,https://www.google.com/search?q=X3+Sports-+Atlanta%2C+GA+MMA+gym+location+elevation,"X3 Sports- Atlanta, GA",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
XCMMA,1,Sean Sharaf,https://www.google.com/search?q=XCMMA+MMA+gym+location+elevation,XCMMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
XGYM - Rio de Janeiro,4,Alan Patrick; Marcelo Guimaraes; Ronaldo Souza; Warlley Alves,https://www.google.com/search?q=XGYM+-+Rio+de+Janeiro+MMA+gym+location+elevation,XGYM - Rio de Janeiro,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"XLR8 Traning Centre, Epping, Victoria, Australia",1,Jake Matthews,https://www.google.com/search?q=XLR8+Traning+Centre%2C+Epping%2C+Victoria%2C+Australia+MMA+gym+location+elevation,"XLR8 Traning Centre, Epping, Victoria, Australia",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Xtreme Couture - Las Vegas, NV",32,Brad Tavares; Bryan Caraway; Cheyanne Vlismas; Chris Curtis; Christian Rodriguez,https://www.google.com/search?q=Xtreme+Couture+-+Las+Vegas%2C+NV+MMA+gym+location+elevation,"Xtreme Couture - Las Vegas, NV",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Xtreme Couture / Overcome Academy,1,Michel Pereira,https://www.google.com/search?q=Xtreme+Couture+%2F+Overcome+Academy+MMA+gym+location+elevation,Xtreme Couture / Overcome Academy,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
